,cluster
accroître_Exp,0
participation_Exp_complémentaires_Exp,-1
privatisation_Exp,-1
système_Exp_santé_Exp,0
constituera_Exp,0
charge_Exp_supplémentaire_Exp,-1
confrontés_Exp,0
hausse_Exp_forfait_Exp,-1
demandez_Exp,-1
main_Exp_poche_Exp,-1
complémentaires_Exp_santé_Exp,-1
augmenteront_Exp,-1
aider_Exp,0
secteur_Exp_hospitalier_Exp,-1
survivre_Exp,-1
lesquelles_Exp,0
placé_Exp,-1
maintenu_Exp,-1
principes_Exp,0
fait_Exp_peser_Exp,-1
charge_Exp,-1
assurance_Exp_maladie_Exp,59
contribution_Exp_supplémentaire_Exp,-1
demandée_Exp,-1
usagers_Exp,0
opposons_Exp_fermement_Exp,-1
demandons_Exp_suppression_Exp,-1
reprocher_Exp,-1
amendements_Exp_rédactionnels_Exp,-1
proposant_Exp,0
déposer_Exp,0
siens_Exp,-1
dernière_Exp_minute_Exp,-1
sous_Exp_amendement_Exp,0
rédactionnel_Exp,-1
intervenir_Exp,-1
amendement_Exp_déposé_Exp,0
vendredi_Exp_dernier_Exp,0
hors_Exp,-1
délais_Exp,38
possibles_Exp,-1
nôtres_Exp,-1
fondé_Exp,-1
confirmerez_Exp,-1
règlement_Exp_relatif_Exp,-1
conflits_Exp_intérêts_Exp,-1
commencerai_Exp,0
attaque_Exp_personnelle_Exp,-1
caractérisation_Exp,-1
inscrivant_Exp_cadre_Exp,-1
concourra_Exp,-1
recours_Exp_massif_Exp,-1
chaque_Exp_jour_Exp,139
trois_Exp_heures_Exp,0
trente_Exp,0
devant_Exp_écran_Exp,-1
programmes_Exp,-1
diffusés_Exp,-1
écran_Exp,-1
participent_Exp,40
contient_Exp,6
multitude_Exp,-1
symboles_Exp,-1
dévalorisation_Exp,-1
femme_Exp,0
vise_Exp_autoriser_Exp,-1
maximum_Exp,-1
personnes_Exp,0
représentants_Exp_syndicaux_Exp,-1
négocier_Exp,-1
employeur_Exp,0
chèque_Exp_syndical_Exp,-1
fusion_Exp_instances_Exp,140
représentatives_Exp_personnel_Exp,140
instance_Exp_unique_Exp,-1
reviennent_Exp,-1
procédez_Exp,-1
nivellement_Exp_bas_Exp,-1
commission_Exp_spéciale_Exp,0
travaux_Exp,0
semaine_Exp,42
auditions_Exp,0
organisée_Exp,-1
représentants_Exp_patronat_Exp,-1
roux_Exp_bézieux_Exp,-1
medef_Exp,-1
exprimé_Exp,0
doutes_Exp,-1
égard_Exp,16
tout_Exp_loisir_Exp,-1
continuer_Exp_développer_Exp,-1
évidente_Exp,-1
complexité_Exp,-1
usine_Exp_gaz_Exp,-1
intervient_Exp,-1
choses_Exp_passent_Exp,-1
fustige_Exp,-1
amendements_Exp_déposés_Exp,0
ardemment_Exp,-1
croit_Exp,-1
fermement_Exp,-1
clair_Exp,-1
seule_Exp,0
annoncer_Exp,-1
convaincre_Exp,-1
dégager_Exp,-1
droits_Exp,0
carrière_Exp_complète_Exp,-1
minimal_Exp,-1
avoir_Exp_travaillé_Exp,-1
certain_Exp_nombre_Exp,0
supprimant_Exp,0
quelque_Exp_sorte_Exp,-1
amortir_Exp_choc_Exp,-1
annoncez_Exp_baisse_Exp,-1
généralisée_Exp,-1
voilà_Exp_réalité_Exp,-1
trajectoires_Exp,-1
libérales_Exp,-1
prédécesseurs_Exp,-1
comprenant_Exp,-1
bout_Exp_souffle_Exp,-1
résultats_Exp,-1
voient_Exp,141
bute_Exp,-1
essayez_Exp,0
poser_Exp,21
cosmétique_Exp,-1
prévoir_Exp,0
aucune_Exp_contrainte_Exp,-1
pourra_Exp,0
marque_Exp_reconnaissance_Exp,-1
affection_Exp,-1
tout_Exp_entière_Exp,-1
première_Exp_ligne_Exp,-1
empoisonne_Exp,-1
existence_Exp,-1
bienvenu_Exp,-1
conséquence_Exp,-1
voterons_Exp,0
proposition_Exp_résolution_Exp,0
collègues_Exp_majorité_Exp,0
profité_Exp,-1
leurs_Exp_interventions_Exp,-1
aborder_Exp_questions_Exp,-1
avant_Exp_aborder_Exp,-1
auguste_Exp,-1
privatisation_Exp_gdf_Exp,-1
suivons_Exp_logique_Exp,-1
bénéficient_Exp,0
plutôt_Exp_favorable_Exp,-1
opposez_Exp,-1
ceux_Exp_cherchent_Exp,-1
taché_Exp,-1
avançons_Exp,-1
nier_Exp,-1
a_Exp_échoué_Exp,-1
cinq_Exp_ans_Exp,0
million_Exp_personnes_Exp,-1
inscrites_Exp,-1
catégories_Exp,-1
b_Exp,-1
pouvoir_Exp_achat_Exp,61
sous_Exp_quinquennat_Exp,-1
précédent_Exp,-1
parfaite_Exp,-1
démonstration_Exp,-1
cantonner_Exp,-1
législative_Exp,-1
sein_Exp_commissions_Exp,-1
limiter_Exp_drastiquement_Exp,-1
séance_Exp_publique_Exp,0
pleine_Exp,-1
grande_Exp_transparence_Exp,-1
opinion_Exp_publique_Exp,-1
interpeller_Exp,-1
questions_Exp_gouvernement_Exp,-1
rappelant_Exp,-1
mythe_Exp,-1
tue_Exp,-1
trouverez_Exp_toujours_Exp,-1
satisfaire_Exp,0
modifiée_Exp,-1
affaire_Exp,-1
effets_Exp,0
signer_Exp_contrat_Exp,-1
quelques_Exp_semaines_Exp,0
suivre_Exp_formation_Exp,-1
statistiques_Exp_chômage_Exp,-1
observation_Exp,-1
fondée_Exp,70
dépit_Exp,0
déontologue_Exp,-1
appartient_Exp,0
cette_Exp_dernière_Exp,0
associe_Exp,-1
émotion_Exp,-1
vu_Exp,0
procédés_Exp,-1
permis_Exp,0
indignation_Exp,-1
préparation_Exp,-1
répondre_Exp_défi_Exp,-1
met_Exp,0
pied_Exp_mur_Exp,-1
coopérer_Exp,-1
tenus_Exp,-1
optique_Exp,-1
réduire_Exp_dépenses_Exp,-1
rattrapera_Exp,-1
augmentent_Exp,0
fondation_Exp_abbé_Exp,-1
pierre_Exp,-1
estimant_Exp,-1
domicile_Exp_fixe_Exp,-1
combien_Exp_temps_Exp,-1
continuer_Exp,0
accabler_Exp,-1
échecs_Exp,-1
cadres_Exp,-1
pénibilité_Exp,-1
récupérer_Exp,-1
points_Exp_pib_Exp,0
comparaison_Exp,-1
richesse_Exp_produite_Exp,-1
confisquée_Exp,-1
finir_Exp,-1
poches_Exp_capital_Exp,-1
sert_Exp,-1
adressons_Exp,-1
patronat_Exp,-1
grand_Exp_patronat_Exp,-1
mû_Exp,-1
cupidité_Exp,-1
respectifs_Exp,-1
encore_Exp_fois_Exp,0
confiscatoire_Exp,-1
rationnelle_Exp,-1
score_Exp,-1
élection_Exp,142
opposée_Exp,-1
grande_Exp_majorité_Exp,-1
soumettre_Exp,-1
insister_Exp_fait_Exp,-1
annonçait_Exp,0
répéterons_Exp_autant_Exp,-1
lundi_Exp,-1
morte_Exp,-1
riche_Exp,-1
dehors_Exp,-1
cinquante_Exp,0
rue_Exp,-1
immense_Exp_majorité_Exp,-1
rebours_Exp,-1
nouveau_Exp_monde_Exp,-1
censée_Exp,-1
incarner_Exp,-1
enfermée_Exp,-1
accession_Exp,-1
vieux_Exp_réflexes_Exp,-1
politiciens_Exp,-1
juger_Exp,-1
bien_Exp_fondé_Exp,-1
arrête_Exp,-1
étiquetage_Exp,-1
dépose_Exp,-1
évidence_Exp,-1
abaissement_Exp,-1
disais_Exp,-1
applaudis_Exp,-1
devez_Exp_entendre_Exp,-1
devez_Exp,0
donner_Exp_suite_Exp,-1
leurs_Exp_revendications_Exp,-1
traduire_Exp,-1
celles_Exp_ci_Exp,0
issue_Exp,0
nommé_Exp,-1
ségur_Exp_santé_Exp,-1
refaire_Exp,-1
diagnostic_Exp_établi_Exp,-1
bancs_Exp,0
rejoint_Exp,-1
universalité_Exp,-1
invalidé_Exp,-1
soulignant_Exp,-1
décalage_Exp,-1
génération_Exp_génération_Exp,-1
aboutir_Exp,-1
faiseurs_Exp,-1
système_Exp_actuel_Exp,0
complexe_Exp,0
défendons_Exp,-1
statu_Exp_quo_Exp,-1
gens_Exp_partent_Exp,-1
trop_Exp_tard_Exp,-1
pauvres_Exp,61
applaudissements_Exp_plusieurs_Exp,-1
bancs_Exp_groupes_Exp,143
fi_Exp_gdr_Exp,143
présidence_Exp_séance_Exp,-1
changer_Exp,0
explications_Exp_fournies_Exp,-1
président_Exp_ferrand_Exp,-1
accepterions_Exp,-1
change_Exp,-1
jeu_Exp,-1
objectif_Exp_consistant_Exp,-1
faire_Exp_tomber_Exp,-1
a_Exp_reculé_Exp,-1
faisant_Exp,0
camarades_Exp_communistes_Exp,-1
procédé_Exp,-1
reproché_Exp,-1
trouver_Exp_emploi_Exp,-1
suffit_Exp_traverser_Exp,144
peut_Exp_estimer_Exp,-1
équivalent_Exp_temps_Exp,0
plein_Exp_emploi_Exp,-1
non_Exp_pourvu_Exp,-1
continuez_Exp,-1
tenir_Exp,0
chômeurs_Exp_responsables_Exp,-1
renforçant_Exp_contrôles_Exp,-1
malgré_Exp_dévouement_Exp,-1
agents_Exp_pôle_Exp,-1
vérifie_Exp,-1
agitez_Exp,-1
projection_Exp,-1
revient_Exp,0
promouvoir_Exp,0
code_Exp_route_Exp,-1
mesurer_Exp,-1
nature_Exp,0
gravement_Exp,-1
accidentogène_Exp,-1
organisés_Exp,-1
branche_Exp,-1
rendrez_Exp,-1
tâche_Exp,-1
droit_Exp_tirage_Exp,-1
plusieurs_Exp_reprises_Exp,0
groupes_Exp_opposition_Exp,-1
doute_Exp_sincérité_Exp,-1
refusée_Exp,-1
controverse_Exp,-1
oppose_Exp,0
type_Exp,0
amenés_Exp_discuter_Exp,-1
illustrer_Exp,-1
fondés_Exp,-1
publicité_Exp_mensongère_Exp,-1
désapprouvons_Exp,-1
totalement_Exp,0
rejet_Exp,145
autant_Exp_plus_Exp,0
disposez_Exp,-1
seules_Exp,0
variables_Exp_ajustement_Exp,-1
montant_Exp_pensions_Exp,-1
règle_Exp_or_Exp,-1
voudrions_Exp,-1
établir_Exp,0
viserait_Exp,-1
comptabilité_Exp,-1
pib_Exp_consacrée_Exp,-1
réalisation_Exp_objectifs_Exp,-1
comptables_Exp,-1
austéritaires_Exp,-1
suppression_Exp_article_Exp,0
dépende_Exp,-1
puissances_Exp_étrangères_Exp,-1
médicament_Exp,15
retrouve_Exp,-1
indépendance_Exp,-1
développe_Exp,-1
filière_Exp,0
urgent_Exp,0
instaurer_Exp,0
pôle_Exp_public_Exp,-1
indépendant_Exp,-1
puissances_Exp,-1
industrielles_Exp,-1
faire_Exp_face_Exp,0
certains_Exp_médicaments_Exp,-1
longuement_Exp_discuté_Exp,-1
lien_Exp_entre_Exp,-1
hôpital_Exp_public_Exp,0
jean_Exp_carles_Exp,146
grelier_Exp,146
rouvert_Exp,-1
observe_Exp,34
faire_Exp_passer_Exp,-1
pilule_Exp,-1
reportées_Exp,-1
plus_Exp_tard_Exp,0
attentes_Exp,0
personnel_Exp_hospitalier_Exp,-1
vote_Exp,0
reconnaîtrez_Exp,-1
caisses_Exp,-1
défendant_Exp,-1
savez_Exp_pertinemment_Exp,-1
essence_Exp,-1
violente_Exp,-1
violences_Exp_commises_Exp,-1
manifestants_Exp,-1
minoritaires_Exp,-1
décrédibiliser_Exp,-1
tenté_Exp,0
réduire_Exp,0
violence_Exp,147
castaner_Exp,-1
allant_Exp_jusqu_Exp,-1
inventer_Exp,-1
toutes_Exp_pièces_Exp,-1
délit_Exp,148
participeraient_Exp,-1
pacifiquement_Exp,-1
donneraient_Exp_lieu_Exp,-1
violences_Exp,147
bouclier_Exp_fiscal_Exp,-1
nicolas_Exp_sarkozy_Exp,134
coûtait_Exp,-1
finances_Exp_publiques_Exp,-1
coûte_Exp,149
près_Exp_milliards_Exp,0
seule_Exp_année_Exp,-1
suivante_Exp,-1
combien_Exp,83
sportifs_Exp_haut_Exp,-1
laissés_Exp,-1
carreau_Exp,-1
figurent_Exp_liste_Exp,-1
officielle_Exp,-1
posais_Exp,-1
pompiers_Exp,150
convertir_Exp,-1
dispositifs_Exp,0
annuités_Exp,-1
accordés_Exp,-1
votera_Exp,0
confirme_Exp,-1
pensons_Exp,0
dispositif_Exp_proposé_Exp,-1
mentent_Exp,-1
aucune_Exp_raison_Exp,-1
déterminés_Exp,-1
termine_Exp_monsieur_Exp,-1
plateformes_Exp,-1
imposent_Exp,-1
port_Exp_uniforme_Exp,-1
proposent_Exp,-1
nouvelle_Exp_fois_Exp,-1
précisant_Exp,0
travailleurs_Exp_indépendants_Exp,-1
trouver_Exp,0
situation_Exp_subordination_Exp,-1
donneur_Exp_ordre_Exp,-1
instaurez_Exp,-1
quotas_Exp_modulables_Exp,-1
recours_Exp_contrats_Exp,-1
courts_Exp,-1
pme_Exp,0
lors_Exp_élection_Exp,-1
présidentielle_Exp,-1
craignons_Exp,-1
système_Exp_bonus_Exp,-1
malus_Exp,-1
porte_Exp_atteinte_Exp,-1
assurance_Exp_chômage_Exp,-1
bonus_Exp,-1
révélaient_Exp,-1
supérieurs_Exp,-1
craindre_Exp,-1
bonne_Exp_volonté_Exp,-1
problématiques_Exp,0
dépend_Exp,70
enfants_Exp,0
dépassement_Exp,-1
conservatismes_Exp,-1
vieux_Exp_monde_Exp,-1
humanisme_Exp,-1
universaliste_Exp,-1
réside_Exp,-1
modernité_Exp,-1
introduire_Exp,0
volet_Exp,-1
portant_Exp,0
déconstruction_Exp,-1
enseignements_Exp,-1
sexuelle_Exp,-1
affective_Exp,-1
délivrés_Exp,-1
disposent_Exp,0
adéquate_Exp,-1
imaginaire_Exp_collectif_Exp,-1
associés_Exp,-1
tort_Exp,-1
sportifs_Exp,-1
contraints_Exp,0
amateurisme_Exp,-1
jeux_Exp,-1
compétitions_Exp,-1
cotiser_Exp,-1
question_Exp_pose_Exp,-1
sportif_Exp,-1
professionnel_Exp,-1
part_Exp_entière_Exp,-1
choisi_Exp,0
pallier_Exp,151
travers_Exp,0
rétroactif_Exp,-1
instaurant_Exp,-1
majoration_Exp,-1
cotisation_Exp,61
merci_Exp,0
écrasante_Exp_majorité_Exp,-1
considère_Exp,0
véritable_Exp_usine_Exp,-1
gaz_Exp,-1
ressent_Exp,-1
justifie_Exp,-1
contexte_Exp_actuel_Exp,-1
repart_Exp,-1
non_Exp_pourvus_Exp,-1
si_Exp_regarde_Exp,-1
embaucher_Exp,152
confiés_Exp,-1
réglé_Exp_problème_Exp,-1
assurément_Exp,-1
enquêtes_Exp,-1
confirment_Exp,-1
madame_Exp_motin_Exp,-1
écouté_Exp,-1
étudié_Exp,-1
cfa_Exp,-1
apprenti_Exp,-1
appartenais_Exp,-1
promotion_Exp,-1
conceptions_Exp,-1
divergentes_Exp,-1
apprentissage_Exp,0
déjà_Exp_dit_Exp,0
investie_Exp,-1
simplicité_Exp,-1
paramètres_Exp,-1
jouer_Exp,-1
durée_Exp_cotisation_Exp,-1
taux_Exp,0
somme_Exp_toute_Exp,-1
restreint_Exp,153
tentez_Exp,-1
biaiser_Exp,-1
tiennent_Exp,-1
sûr_Exp,0
disant_Exp,-1
françaises_Exp_français_Exp,0
consacrons_Exp,-1
diminuer_Exp_niveau_Exp,-1
pensions_Exp,0
exactement_Exp,-1
là_Exp_situe_Exp,-1
désaccord_Exp,-1
heureux_Exp,-1
impliquent_Exp,-1
responsables_Exp,-1
bulletin_Exp_notes_Exp,-1
appréciations_Exp,-1
professeurs_Exp,0
derniers_Exp,0
venaient_Exp,-1
considéraient_Exp,-1
jeune_Exp,-1
préparant_Exp,-1
diplôme_Exp,-1
association_Exp,-1
permettrait_Exp_soulager_Exp,-1
rencontrent_Exp_difficultés_Exp,-1
sans_Exp_préjudice_Exp,-1
recettes_Exp,0
existe_Exp_déjà_Exp,0
financés_Exp,-1
association_Exp_gestion_Exp,-1
créances_Exp,-1
indemnités_Exp_liées_Exp,-1
accidents_Exp_travail_Exp,-1
maladies_Exp_professionnelles_Exp,-1
économisez_Exp,-1
nerfs_Exp,-1
méritent_Exp,-1
faire_Exp_objet_Exp,154
considération_Exp,-1
dépassant_Exp_largement_Exp,-1
postures_Exp,-1
clivages_Exp_politiques_Exp,-1
discutons_Exp,155
débattons_Exp,155
améliorons_Exp,-1
adjure_Exp,-1
contenter_Exp,-1
repousser_Exp,-1
seul_Exp_motif_Exp,-1
auteurs_Exp,-1
quelle_Exp_caricature_Exp,-1
ministre_Exp_économie_Exp,-1
vantait_Exp,-1
bienfaits_Exp,-1
croissance_Exp,0
économiques_Exp,7
macron_Exp,0
vieilles_Exp_recettes_Exp,-1
permettrait_Exp_lutter_Exp,-1
contre_Exp_chômage_Exp,-1
promettait_Exp,-1
créations_Exp_emploi_Exp,-1
battait_Exp,-1
nouveau_Exp_record_Exp,-1
historique_Exp,-1
procédait_Exp,-1
travail_Exp_dimanche_Exp,-1
travail_Exp_dominical_Exp,-1
macroéconomique_Exp,-1
consommation_Exp_ménages_Exp,-1
étalée_Exp,-1
six_Exp,0
visiblement_Exp,-1
réponses_Exp,0
groupes_Exp,0
informent_Exp,-1
participeront_Exp,-1
quitteront_Exp,-1
laisser_Exp,0
plaints_Exp,-1
fonctionnement_Exp,0
récréation_Exp,-1
assez_Exp_duré_Exp,-1
franchi_Exp,-1
nouvelle_Exp_étape_Exp,-1
dérive_Exp_autoritaire_Exp,-1
caractérise_Exp_désormais_Exp,-1
restreignant_Exp,-1
droit_Exp_manifester_Exp,-1
forces_Exp_ordre_Exp,156
coutume_Exp,-1
désigner_Exp,-1
gardiens_Exp_paix_Exp,-1
obéissent_Exp,-1
ordres_Exp,-1
sauraient_Exp_être_Exp,-1
tenus_Exp_responsables_Exp,-1
situation_Exp_intolérable_Exp,-1
niez_Exp,-1
engagée_Exp,75
argent_Exp,157
crise_Exp_sociale_Exp,-1
revalorisation_Exp_smic_Exp,-1
coûterait_Exp_milliards_Exp,-1
euros_Exp_an_Exp,0
passer_Exp,0
euros_Exp_bruts_Exp,-1
mensuels_Exp,-1
temps_Exp_complet_Exp,-1
représenterait_Exp,0
augmentation_Exp_nette_Exp,-1
salariés_Exp_payés_Exp,-1
smic_Exp,0
euros_Exp_mensuels_Exp,0
petits_Exp_salaires_Exp,-1
comparer_Exp,-1
euros_Exp_annuels_Exp,-1
promis_Exp,0
baisse_Exp_cotisations_Exp,158
salariales_Exp,-1
avancés_Exp,-1
droite_Exp,-1
amendements_Exp_portant_Exp,-1
articles_Exp_additionnels_Exp,-1
a_Exp_fortiori_Exp,-1
peuple_Exp,0
fête_Exp,-1
victoire_Exp_équipe_Exp,-1
football_Exp,-1
débattions_Exp,-1
plfss_Exp_plf_Exp,-1
poursuivez_Exp,-1
novateurs_Exp,-1
doute_Exp,-1
attendant_Exp,-1
produisent_Exp_effets_Exp,-1
annoncés_Exp,0
textes_Exp_fondateurs_Exp,-1
début_Exp_quinquennat_Exp,-1
politiques_Exp_conduites_Exp,-1
vingt_Exp_ans_Exp,0
nul_Exp,-1
pu_Exp_vérifier_Exp,-1
efficacité_Exp,-1
fameux_Exp,-1
plus_Exp_fortunées_Exp,-1
économiser_Exp,-1
préférence_Exp,-1
voilée_Exp,-1
sous_Exp_nicolas_Exp,-1
sarkozy_Exp,134
pleinement_Exp,-1
assumée_Exp,-1
suppression_Exp_isf_Exp,126
instauration_Exp,0
prélèvement_Exp_forfaitaire_Exp,-1
représenter_Exp,-1
exprimées_Exp,-1
transposées_Exp,-1
système_Exp_points_Exp,-1
toute_Exp_série_Exp,-1
questions_Exp,0
gagnent_Exp,-1
âge_Exp_légal_Exp,-1
maintenues_Exp,-1
liste_Exp_fonctions_Exp,-1
décret_Exp,3
dressera_Exp,-1
détail_Exp,-1
affirme_Exp,-1
appliquera_Exp,-1
décote_Exp,-1
surcote_Exp,-1
assumer_Exp,-1
tranquillement_Exp,-1
peut_Exp_raisonnablement_Exp,-1
balayer_Exp_revers_Exp,-1
dialogue_Exp_social_Exp,-1
invoquez_Exp,-1
longueur_Exp_discours_Exp,-1
ferait_Exp,0
incantations_Exp,-1
peur_Exp,-1
irrationnelle_Exp,-1
modèles_Exp_production_Exp,-1
applicable_Exp,0
fixer_Exp_règle_Exp,-1
obligerait_Exp,-1
régions_Exp,0
soin_Exp_fixer_Exp,-1
budget_Exp_alloué_Exp,-1
futurs_Exp_citoyens_Exp,-1
décider_Exp,-1
profonde_Exp,-1
rupture_Exp_principe_Exp,-1
attractivité_Exp_économique_Exp,-1
citoyen_Exp,0
maximisation_Exp,-1
profits_Exp,159
possibilités_Exp,-1
médical_Exp,-1
saisine_Exp,-1
référé_Exp,-1
conseil_Exp_prud_Exp,-1
présente_Exp_inconvénient_Exp,-1
engorger_Exp,-1
tribunaux_Exp,-1
payante_Exp,-1
revenait_Exp,-1
précédemment_Exp,0
inspecteur_Exp_travail_Exp,-1
salarié_Exp,0
malade_Exp,-1
victime_Exp_accident_Exp,-1
débrouiller_Exp,-1
payer_Exp,0
conteste_Exp,-1
redresser_Exp_comptes_Exp,-1
distinguant_Exp,-1
personnes_Exp_fortunées_Exp,-1
paieraient_Exp,-1
taux_Exp_marginal_Exp,-1
grandes_Exp_fortunes_Exp,-1
soucions_Exp,-1
rôle_Exp_parlement_Exp,-1
sauvegarde_Exp,-1
prérogatives_Exp,0
pourquoi_Exp_souhaitons_Exp,-1
certaines_Exp_dispositions_Exp,0
inscrites_Exp_constitution_Exp,-1
v_Exp,-1
inéquitable_Exp,-1
délégation_Exp,-1
manifestaient_Exp,-1
rentrer_Exp,-1
palais_Exp_bourbon_Exp,-1
rencontrer_Exp,-1
axa_Exp,-1
site_Exp_internet_Exp,-1
actuellement_Exp_examinée_Exp,-1
expliquant_Exp,-1
conduira_Exp,-1
prémunir_Exp,-1
souscrivant_Exp,-1
petite_Exp,-1
paie_Exp,0
va_Exp_traduire_Exp,-1
blackrock_Exp,-1
possibilité_Exp,0
mieux_Exp_consommer_Exp,-1
acheter_Exp_produits_Exp,-1
alimentaires_Exp,-1
meilleure_Exp_qualité_Exp,-1
garantirait_Exp,-1
meilleure_Exp_rémunération_Exp,-1
donné_Exp,0
début_Exp_séance_Exp,-1
faudrait_Exp,0
terminer_Exp_examen_Exp,-1
articles_Exp,0
prêts_Exp,160
trois_Exp_semaines_Exp,-1
emballage_Exp,-1
enthousiasmant_Exp,-1
intéressant_Exp,0
moque_Exp,-1
progressait_Exp,-1
puis_Exp,0
va_Exp_arranger_Exp,-1
comprends_Exp,0
formidable_Exp,-1
devraient_Exp,0
bondir_Exp,-1
enthousiasme_Exp,-1
presser_Exp,-1
question_Exp_posée_Exp,-1
extérieur_Exp_hémicycle_Exp,-1
intérieur_Exp,-1
quatre_Exp_mois_Exp,0
impasse_Exp,-1
trancher_Exp,-1
représentation_Exp_nationale_Exp,0
français_Exp_veulent_Exp,-1
veulent_Exp,0
pouvoir_Exp_décider_Exp,-1
disent_Exp,0
allant_Exp_sens_Exp,-1
loi_Exp_pacte_Exp,-1
encourage_Exp,-1
fiscalement_Exp,-1
députés_Exp_présents_Exp,-1
adresser_Exp,-1
truchement_Exp,-1
supporter_Exp,-1
quelques_Exp_instants_Exp,0
fasse_Exp,0
mardi_Exp_mai_Exp,-1
association_Exp_sos_Exp,-1
homophobie_Exp,-1
publié_Exp_rapport_Exp,-1
annuel_Exp,-1
violences_Exp_physiques_Exp,-1
verbales_Exp,-1
morales_Exp,-1
personnes_Exp_homosexuelles_Exp,-1
inquiète_Exp,-1
haut_Exp,-1
agressions_Exp_physiques_Exp,-1
hausse_Exp,0
témoignages_Exp_recueillis_Exp,-1
résister_Exp,-1
majoritairement_Exp,-1
inéluctable_Exp,-1
aggravation_Exp,-1
trouvé_Exp,-1
motion_Exp_rejet_Exp,161
préalable_Exp,-1
président_Exp_mélenchon_Exp,-1
sombre_Exp,-1
triste_Exp,-1
écoutée_Exp,-1
correctement_Exp,0
entendue_Exp,-1
vision_Exp_long_Exp,-1
prisme_Exp,-1
employabilité_Exp,-1
immédiate_Exp,-1
quand_Exp_sait_Exp,-1
défis_Exp,0
long_Exp_terme_Exp,-1
sous_Exp_prisme_Exp,-1
court_Exp_terme_Exp,-1
validez_Exp,-1
salariés_Exp_employeurs_Exp,-1
souhaitons_Exp,0
débats_Exp_sereins_Exp,-1
pourriez_Exp,0
tourner_Exp_vers_Exp,-1
passent_Exp,-1
inexact_Exp,-1
oppositions_Exp,0
formulent_Exp,-1
éclaire_Exp,-1
leurs_Exp_frais_Exp,-1
combattent_Exp,-1
règle_Exp_verte_Exp,-1
france_Exp_championne_Exp,-1
écologie_Exp,-1
verriez_Exp,-1
punitive_Exp,-1
fixerait_Exp,-1
défi_Exp,0
tragique_Exp,-1
reconstituer_Exp,-1
rejeter_Exp,-1
déchets_Exp,-1
peut_Exp_accepter_Exp,-1
agirait_Exp,0
réorganiser_Exp,-1
fond_Exp_comble_Exp,-1
modèle_Exp_production_Exp,-1
distribution_Exp,15
faire_Exp_appel_Exp,102
plus_Exp_hautes_Exp,-1
qualifications_Exp,-1
ingénieurs_Exp_techniciens_Exp,-1
employés_Exp,-1
etc_Exp,-1
montre_Exp,0
aggrave_Exp,-1
touche_Exp,0
large_Exp,-1
internet_Exp,-1
famille_Exp,0
lieux_Exp_publics_Exp,-1
agressions_Exp,147
régulières_Exp,-1
version_Exp,-1
déclaration_Exp_droits_Exp,162
homme_Exp_citoyen_Exp,162
intègre_Exp,-1
nouveaux_Exp_droits_Exp,-1
humains_Exp,-1
interdiction_Exp,-1
aide_Exp_sociale_Exp,163
inconditionnelle_Exp,-1
indigents_Exp,-1
dette_Exp,0
sacrée_Exp,-1
subsistance_Exp,-1
malheureux_Exp,-1
procurant_Exp,-1
assurant_Exp,-1
exister_Exp,-1
guère_Exp,-1
positions_Exp,-1
vociférer_Exp,-1
habiles_Exp,-1
impôts_Exp,61
voulaient_Exp,-1
réduction_Exp_impôt_Exp,-1
sous_Exp_couvert_Exp,-1
favoriser_Exp,0
épargne_Exp_retraite_Exp,-1
future_Exp_réforme_Exp,-1
profit_Exp,39
système_Exp_retraites_Exp,0
basé_Exp,-1
solidarité_Exp_intergénérationnelle_Exp,-1
cible_Exp,-1
attendons_Exp,-1
tournant_Exp,-1
heureusement_Exp,-1
robert_Exp,-1
viens_Exp_maintenant_Exp,-1
question_Exp_centrale_Exp,-1
posez_Exp,-1
absence_Exp,119
part_Exp_richesse_Exp,-1
consacrée_Exp_retraites_Exp,-1
décaler_Exp,-1
génération_Exp,-1
partir_Exp_âge_Exp,-1
décent_Exp,-1
espérance_Exp_vie_Exp,164
bonne_Exp_santé_Exp,164
atteignons_Exp,-1
article_Exp_traite_Exp,-1
rémunération_Exp,0
très_Exp_faible_Exp,165
plus_Exp_faibles_Exp,88
pays_Exp_ocde_Exp,-1
justifiait_Exp,-1
règle_Exp_calcul_Exp,-1
pension_Exp_retraite_Exp,-1
pouvez_Exp_engager_Exp,-1
taux_Exp_remplacement_Exp,91
salaire_Exp,0
conserveront_Exp,-1
devriez_Exp,0
réels_Exp,-1
demander_Exp_suspension_Exp,-1
voudrais_Exp_dire_Exp,-1
inventer_Exp_quelque_Exp,-1
sorte_Exp,-1
lynchage_Exp,-1
caricature_Exp,-1
contrairement_Exp,0
républicains_Exp,0
convaincus_Exp,104
conséquents_Exp,-1
opposés_Exp,0
décrire_Exp,-1
murs_Exp,-1
reprendre_Exp_mots_Exp,-1
ali_Exp,-1
interne_Exp,-1
bichat_Exp,-1
paris_Exp,-1
dénoncer_Exp,-1
vidéos_Exp,-1
souffrent_Exp,-1
parfois_Exp_impression_Exp,-1
maltraiter_Exp,-1
devient_Exp_difficile_Exp,-1
pratiquer_Exp,-1
vraie_Exp,0
prise_Exp_charge_Exp,0
humaine_Exp,-1
lit_Exp_malade_Exp,-1
moral_Exp,-1
personnels_Exp_médicaux_Exp,-1
paramédicaux_Exp,-1
flambeau_Exp,-1
défiscalisant_Exp,166
exonérant_Exp,-1
